,Name,Label
0,Tommy_Lasorda_0001.jpg,5402
1,Stephane_Rousseau_0001.jpg,5099
2,James_Parker_0002.jpg,2342
3,Devin_Harris_0001.jpg,1330
4,Adrian_Nastase_0001.jpg,49
5,Greg_Hennigar_0001.jpg,1975
6,Kim_Clijsters_0014.jpg,3095
7,Bill_King_0001.jpg,556
8,Brock_Berlin_0001.jpg,708
9,Ariel_Sharon_0077.jpg,370
10,George_W_Bush_0189.jpg,1870
11,Brian_Scalabrine_0001.jpg,696
12,Yoriko_Kawaguchi_0012.jpg,5704
13,Melvin_Talbert_0001.jpg,3723
14,Steffi_Graf_0003.jpg,5090
15,Caroline_Kennedy_0003.jpg,807
16,Dick_Cheney_0008.jpg,1347
17,Lee_Yeo-jin_0001.jpg,3253
18,Robert_Duvall_0006.jpg,4686
19,William_Macy_0001.jpg,5630
20,Ali_Mohammed_Maher_0001.jpg,188
21,Ray_Halbritter_0001.jpg,4536
22,Mohammed_Salmane_0001.jpg,3951
23,Jack_Straw_0009.jpg,2275
24,Robert_Evans_0002.jpg,4688
25,Alex_Ferguson_0001.jpg,150
26,Julie_Gerberding_0005.jpg,2926
27,Princess_Anne_0002.jpg,4425
28,William_Macy_0005.jpg,5630
29,Tony_Blair_0111.jpg,5458
30,Jean_Chretien_0038.jpg,2470
31,Ian_Thorpe_0008.jpg,2199
32,Paul_Byrd_0001.jpg,4255
33,Tony_Blair_0063.jpg,5458
34,Rick_Pitino_0001.jpg,4640
35,Eric_Taino_0001.jpg,1613
36,Kevin_Spacey_0004.jpg,3075
37,Tom_Craddick_0004.jpg,5417
38,Kwon_Yang-sook_0003.jpg,3156
39,Bill_Clinton_0012.jpg,544
40,Jong_Wook_Lee_0004.jpg,2806
41,Renee_Zellweger_0008.jpg,4563
42,Jennifer_Garner_0011.jpg,2504
43,Lech_Walesa_0001.jpg,3239
44,Tom_Ridge_0030.jpg,5441
45,Ariel_Sharon_0004.jpg,370
46,Bill_Clinton_0011.jpg,544
47,Zahir_Shah_0001.jpg,5723
48,Jim_Bunning_0001.jpg,2581
