,Name,Label
0,Aaron_Eckhart,0
1,Aaron_Guiel,1
2,Aaron_Patterson,2
3,Aaron_Peirsol,3
4,Aaron_Pena,4
5,Aaron_Sorkin,5
6,Aaron_Tippin,6
7,Abbas_Kiarostami,7
8,Abba_Eban,8
9,Abdel_Aziz_Al-Hakim,9
10,Abdel_Madi_Shabneh,10
11,Abdel_Nasser_Assidi,11
12,Abdoulaye_Wade,12
13,Abdulaziz_Kamilov,13
14,Abdullah,14
15,Abdullah_Ahmad_Badawi,15
16,Abdullah_al-Attiyah,16
17,Abdullah_Gul,17
18,Abdullah_Nasseef,18
19,Abdullatif_Sener,19
20,Abdul_Majeed_Shobokshi,20
21,Abdul_Rahman,21
22,Abel_Aguilar,22
23,Abel_Pacheco,23
24,Abid_Hamid_Mahmud_Al-Tikriti,24
25,Abner_Martinez,25
26,Abraham_Foxman,26
27,Aby_Har-Even,27
28,Adam_Ant,28
29,Adam_Freier,29
30,Adam_Herbert,30
31,Adam_Kennedy,31
32,Adam_Mair,32
33,Adam_Rich,33
34,Adam_Sandler,34
35,Adam_Scott,35
36,Adelina_Avila,36
37,Adel_Al-Jubeir,37
38,Adisai_Bodharamik,38
39,Adolfo_Aguilar_Zinser,39
40,Adolfo_Rodriguez_Saa,40
41,Adoor_Gopalakarishnan,41
42,Adriana_Lima,42
43,Adriana_Perez_Navarro,43
44,Adrianna_Zuzic,44
45,Adrian_Annus,45
46,Adrian_Fernandez,46
47,Adrian_McPherson,47
48,Adrian_Murrell,48
49,Adrian_Nastase,49
50,Adrien_Brody,50
51,Afton_Smith,51
52,Agbani_Darego,52
53,Agnelo_Queiroz,53
54,Agnes_Bruckner,54
55,Ahmad_Jbarah,55
56,Ahmad_Masood,56
57,Ahmed_Ahmed,57
58,Ahmed_Chalabi,58
59,Ahmed_Ghazi,59
60,Ahmed_Ibrahim_Bilal,60
61,Ahmed_Lopez,61
62,Ahmed_Qureia,62
63,Ahmet_Demir,63
64,Ahmet_Necdet_Sezer,64
65,Aicha_El_Ouafi,65
66,Aidan_Quinn,66
67,Aileen_Riggin_Soule,67
68,Ainsworth_Dyer,68
69,Ain_Seppik,69
70,Aishwarya_Rai,70
71,Aitor_Gonzalez,71
72,Aiysha_Smith,72
73,Ai_Sugiyama,73
74,Ajit_Agarkar,74
75,AJ_Cook,75
76,AJ_Lamas,76
77,Akbar_Al_Baker,77
78,Akbar_Hashemi_Rafsanjani,78
79,Akhmed_Zakayev,79
80,Akiko_Morigami,80
81,Akmal_Taher,81
82,Alain_Cervantes,82
83,Alain_Ducasse,83
84,Alanis_Morissette,84
85,Alanna_Ubach,85
86,Alan_Ball,86
87,Alan_Dershowitz,87
88,Alan_Dreher,88
89,Alan_Greenspan,89
90,Alan_Greer,90
91,Alan_Jackson,91
92,Alan_Mulally,92
93,Alan_Stonecipher,93
94,Alan_Tang_Kwong-wing,94
95,Alan_Trammell,95
96,Alan_Zemaitis,96
97,Alastair_Campbell,97
98,Alastair_Johnston,98
99,Albaro_Recoba,99
100,Alberta_Lee,100
101,Alberto_Acosta,101
102,Alberto_Fujimori,102
103,Alberto_Gonzales,103
104,Alberto_Ruiz_Gallardon,104
105,Alberto_Sordi,105
106,Albert_Brooks,106
107,Albert_Costa,107
108,Albert_Montanes,108
109,Albert_Pujols,109
110,Albrecht_Mentz,110
111,Aldo_Paredes,111
112,Alecos_Markides,112
113,Alec_Baldwin,113
114,Alejandro_Atchugarry,114
115,Alejandro_Avila,115
116,Alejandro_Fernandez,116
117,Alejandro_Gonzalez_Inarritu,117
118,Alejandro_Lembo,118
119,Alejandro_Lerner,119
120,Alejandro_Lopez,120
121,Alejandro_Toledo,121
122,Aleksander_Kwasniewski,122
123,Aleksander_Voloshin,123
124,Alek_Wek,124
125,Alessandra_Cerna,125
126,Alessandro_Nesta,126
127,Alexander_Downer,127
128,Alexander_Losyukov,128
129,Alexander_Lukashenko,129
130,Alexander_Payne,130
131,Alexander_Rumyantsev,131
132,Alexandra_Jackson,132
133,Alexandra_Pelosi,133
134,Alexandra_Rozovskaya,134
135,Alexandra_Spann,135
136,Alexandra_Stevenson,136
137,Alexandra_Vodjanikova,137
138,Alexandre_Daigle,138
139,Alexandre_Despatie,139
140,Alexandre_Herchcovitch,140
141,Alexandre_Vinokourov,141
142,Alexa_Loren,142
143,Alexa_Vega,143
144,Alexis_Bledel,144
145,Alexis_Dennisoff,145
146,Alex_Barros,146
147,Alex_Cabrera,147
148,Alex_Cejka,148
149,Alex_Corretja,149
150,Alex_Ferguson,150
151,Alex_Gonzalez,151
152,Alex_Holmes,152
153,Alex_King,153
154,Alex_Penelas,154
155,Alex_Popov,155
156,Alex_Sink,156
157,Alex_Wallau,157
158,Alex_Zanardi,158
159,Alfonso_Cuaron,159
160,Alfonso_Portillo,160
161,Alfonso_Soriano,161
162,Alfredo_di_Stefano,162
163,Alfredo_Moreno,163
164,Alfredo_Pena,164
165,Alfred_Ford,165
166,Alfred_Sant,166
167,Alice_Fisher,167
168,Alicia_Hollowell,168
169,Alicia_Keys,169
170,Alicia_Molik,170
171,Alicia_Silverstone,171
172,Alicia_Witt,172
173,Alimzhan_Tokhtakhounov,173
174,Alina_Kabaeva,174
175,Aline_Chretien,175
176,Alisha_Richman,176
177,Alison_Krauss,177
178,Alison_Lohman,178
179,Alistair_MacDonald,179
180,Ali_Abbas,180
181,Ali_Abdullah_Saleh,181
182,Ali_Adbul_Karim_Madani,182
183,Ali_Ahmeti,183
184,Ali_Bin_Hussein,184
185,Ali_Fallahian,185
186,Ali_Hammoud,186
187,Ali_Khamenei,187
188,Ali_Mohammed_Maher,188
189,Ali_Naimi,189
190,Allan_Houston,190
191,Allan_Kemakeza,191
192,Allan_Wagner,192
193,Allen_Iverson,193
194,Allen_Rock,194
195,Allison_Janney,195
196,Allison_Searing,196
197,Allyson_Felix,197
198,Ally_Sheedy,198
199,Alma_Powell,199
200,Almeida_Baptista,200
201,Alonzo_Mourning,201
202,Alvaro_Noboa,202
203,Alvaro_Silva_Calderon,203
204,Alvaro_Uribe,204
205,Alyse_Beaupre,205
206,Alyson_Hannigan,206
207,Aly_Wagner,207
208,Al_Cardenas,208
209,Al_Davis,209
210,Al_Gore,210
211,Al_Leiter,211
212,Al_Pacino,212
213,Al_Sharpton,213
214,Amanda_Beard,214
215,Amanda_Bynes,215
216,Amanda_Coetzer,216
217,Amanda_Marsh,217
218,Amanda_Plumer,218
219,Amber_Frey,219
220,Amber_Tamblyn,220
221,Ambrose_Lee,221
222,Amelia_Vega,222
223,Amelie_Mauresmo,223
224,Amer_al-Saadi,224
225,Amporn_Falise,225
226,Amram_Mitzna,226
227,Amr_Moussa,227
228,Amy_Brenneman,228
229,Amy_Cotton,229
230,Amy_Gale,230
231,Amy_Pascal,231
232,Amy_Redford,232
233,Amy_Smart,233
234,Amy_Yasbeck,234
235,Anastasia_Kelesidou,235
236,Anastasia_Myskina,236
237,Anatoliy_Kinakh,237
238,Ana_Claudia_Talancon,238
239,Ana_Guevara,239
240,Ana_Isabel_Sanchez,240
241,Ana_Palacio,241
242,Ana_Paula_Gerard,242
243,Ana_Sebastiao,243
244,Anderson_Varejao,244
245,Anders_Ebbeson,245
246,Anders_Fogh_Rasmussen,246
247,Andreas_Vinciguerra,247
248,Andrea_Bocelli,248
249,Andrea_De_Cruz,249
250,Andrea_Kiser,250
251,Andrea_Yates,251
