,Name,Label
0,Mario_Cipollini_0002.jpg,3525
1,Nadia_Petrova_0005.jpg,3992
2,Nanni_Moretti_0001.jpg,4006
3,Tommy_Haas_0001.jpg,5401
4,Malcolm_Glazer_0001.jpg,3440
5,Jacques_Chirac_0051.jpg,2283
6,Steve_McManaman_0001.jpg,5156
7,Jennifer_Renee_Short_0001.jpg,2514
8,Natasa_Micic_0001.jpg,4031
9,Olivera_Labus_0001.jpg,4139
10,Colin_Powell_0075.jpg,1047
11,George_W_Bush_0006.jpg,1870
12,Rene_Antonio_Leon_Rodriguez_0001.jpg,4564
13,Jean_Chretien_0018.jpg,2470
14,Kaoru_Hasuike_0001.jpg,2960
15,Denzel_Washington_0004.jpg,1314
16,Katherine_Harris_0001.jpg,2986
17,Colin_Powell_0055.jpg,1047
18,Alexander_Payne_0001.jpg,130
19,George_W_Bush_0014.jpg,1870
20,Lucio_Gutierrez_0002.jpg,3382
21,Oleksandr_Moroz_0001.jpg,4136
22,Megawati_Sukarnoputri_0014.jpg,3702
23,Marty_Mornhinweg_0001.jpg,3626
24,George_W_Bush_0321.jpg,1870
25,Art_Howe_0003.jpg,396
26,George_W_Bush_0005.jpg,1870
27,Nelson_Acosta_0001.jpg,4052
28,Jacques_Chirac_0042.jpg,2283
29,Gabrielle_Union_0001.jpg,1789
30,Colin_Powell_0069.jpg,1047
31,Torri_Edwards_0002.jpg,5470
32,Hugo_Chavez_0034.jpg,2173
33,Colin_Powell_0186.jpg,1047
34,Mark_Cuban_0002.jpg,3546
35,Vincent_Brooks_0006.jpg,5552
36,Tommy_Haas_0003.jpg,5401
37,Joshua_Gracin_0001.jpg,2869
38,Halle_Berry_0004.jpg,2017
39,Bob_Melvin_0001.jpg,614
40,James_W_Kennedy_0001.jpg,2356
41,Geoff_Hoon_0005.jpg,1843
42,Richard_Virenque_0004.jpg,4620
43,Rulon_Gardner_0001.jpg,4839
44,Orrin_Hatch_0001.jpg,4156
45,Queen_Beatrix_0003.jpg,4455
46,Daryl_Parks_0001.jpg,1184
47,Jerry_Springer_0003.jpg,2547
48,George_W_Bush_0036.jpg,1870
49,George_W_Bush_0348.jpg,1870
50,Roberto_Arguelles_0001.jpg,4663
51,Carlos_Moya_0005.jpg,783
52,Arnold_Schwarzenegger_0032.jpg,386
53,Juergen_Peters_0001.jpg,2910
54,Pedro_Malan_0004.jpg,4308
55,Paul_Greengrass_0001.jpg,4266
56,Paul_ONeill_0002.jpg,4285
57,Norah_Jones_0012.jpg,4114
58,Ivan_Stambolic_0001.jpg,2258
59,Laurent_Jalabert_0002.jpg,3217
60,Carla_Del_Ponte_0003.jpg,760
61,Patty_Schnyder_0001.jpg,4228
62,Harald_Ringstorff_0001.jpg,2049
63,Oscar_De_La_Hoya_0007.jpg,4160
64,Nancy_Powell_0001.jpg,4002
65,Gerhard_Schroeder_0032.jpg,1891
66,Grant_Hackett_0004.jpg,1962
67,Joaquin_Sanchez_0001.jpg,2634
68,Christian_Lacroix_0001.jpg,931
69,Colin_Powell_0227.jpg,1047
70,Jean_Chretien_0032.jpg,2470
71,Michael_Chertoff_0001.jpg,3746
72,George_W_Bush_0467.jpg,1870
73,Brian_Florence_0001.jpg,682
74,Stefan_Tafrov_0001.jpg,5088
75,Hans_Blix_0021.jpg,2043
76,Howard_Dean_0006.jpg,2155
77,Rebekah_Chantay_Revels_0001.jpg,4550
78,Guido_Westerwelle_0002.jpg,1988
79,Colin_Campbell_0001.jpg,1041
80,Vicente_Fox_0029.jpg,5541
81,Dick_Smothers_0001.jpg,1353
